"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","LA PLATA","067","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","9,264","18.3"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","MESA","077","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","14,416","18.3"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","MONTEZUMA","083","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","9,827","18.3"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","MONTROSE","085","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","OURAY","091","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,464","18.3"
"CENSUS","2022","END OF DEC","","COUNTY","COLORADO","08","SOUTHWEST","70","SAN MIGUEL","113","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,288","18.3"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","FAIRFIELD","001","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","HARTFORD","003","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","533","16.0"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","LITCHFIELD","005","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,721","16.0"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","MIDDLESEX","007","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","NEW HAVEN","009","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","378","16.0"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","NEW LONDON","011","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,096","16.0"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","TOLLAND","013","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","575","16.0"
"CENSUS","2022","END OF DEC","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","WINDHAM","015","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,167","16.0"
"CENSUS","2022","END OF DEC","","COUNTY","DELAWARE","10","CENTRAL","50","KENT","001","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","655","16.9"
"CENSUS","2022","END OF DEC","","COUNTY","DELAWARE","10","NORTHERN","20","NEW CASTLE","003","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","252","16.9"
"CENSUS","2022","END OF DEC","","COUNTY","DELAWARE","10","SOUTHERN","80","SUSSEX","005","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","676","16.9"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","ALACHUA","001","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","28,355","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","BRADFORD","007","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","CITRUS","017","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","CLAY","019","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,922","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","FLAGLER","035","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,413","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","GILCHRIST","041","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,042","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","HERNANDO","053","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,276","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","HILLSBOROUGH","057","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","20,455","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","LAKE","069","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","16,339","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","LEVY","075","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","26,356","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","MARION","083","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","25,913","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","ORANGE","095","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","12,464","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","OSCEOLA","097","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","64,811","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","PASCO","101","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","23,326","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","PINELLAS","103","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","POLK","105","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","58,491","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","PUTNAM","107","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","SEMINOLE","117","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,230","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","ST. JOHNS","109","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","584","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","SUMTER","119","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","UNION","125","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,784","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","CENTRAL","50","VOLUSIA","127","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,576","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","BAKER","003","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,470","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","COLUMBIA","023","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","10,612","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","DIXIE","029","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,501","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","DUVAL","031","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","HAMILTON","047","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","LAFAYETTE","067","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","8,877","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","MADISON","079","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","NASSAU","089","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,995","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","SUWANNEE","121","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","13,423","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHEAST","30","TAYLOR","123","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,704","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","BAY","005","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","533","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","CALHOUN","013","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","ESCAMBIA","033","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,981","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","FRANKLIN","037","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","GADSDEN","039","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,886","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","GULF","045","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,015","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","HOLMES","059","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,699","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","JACKSON","063","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","JEFFERSON","065","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","LEON","073","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,095","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","LIBERTY","077","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","758","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","OKALOOSA","091","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,534","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","SANTA ROSA","113","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,867","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","WAKULLA","129","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","675","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","WALTON","131","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,377","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","NORTHWEST","10","WASHINGTON","133","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","BREVARD","009","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","15,920","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","BROWARD","011","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","CHARLOTTE","015","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","8,269","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","COLLIER","021","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,100","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","DE SOTO","027","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","39,352","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","GLADES","043","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","HARDEE","049","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","40,938","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","HENDRY","051","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","42,542","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","HIGHLANDS","055","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","INDIAN RIVER","061","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","14,109","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","LEE","071","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,457","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MANATEE","081","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MARTIN","085","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","16,621","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MIAMI-DADE","086","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,957","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","MONROE","087","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","OKEECHOBEE","093","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","66,478","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","PALM BEACH","099","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","11,315","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","SARASOTA","115","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","10,092","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","FLORIDA","12","SOUTHERN","80","ST. LUCIE","111","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","18,133","17.4"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BALDWIN","009","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,209","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BIBB","021","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","566","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BLECKLEY","023","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","BUTTS","035","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","CRAWFORD","079","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","DODGE","091","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","GREENE","133","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","HANCOCK","141","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","HOUSTON","153","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","JASPER","159","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","5,124","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","JOHNSON","167","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","JONES","169","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","LAURENS","175","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","MONROE","207","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,957","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","MONTGOMERY","209","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,341","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","MORGAN","211","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","7,192","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","NEWTON","217","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","3,435","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","PEACH","225","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","823","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","PULASKI","235","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","PUTNAM","237","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","5,463","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","ROCKDALE","247","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","432","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","TALIAFERRO","265","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","TREUTLEN","283","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","892","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","TWIGGS","289","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,357","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","WASHINGTON","303","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","WHEELER","309","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","831","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","CENTRAL","50","WILKINSON","319","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","688","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","BULLOCH","031","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,832","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","BURKE","033","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","6,516","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","CANDLER","043","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","COLUMBIA","073","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","EFFINGHAM","103","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","720","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","EMANUEL","107","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","2,186","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","GLASCOCK","125","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","1,180","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","JEFFERSON","163","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","JENKINS","165","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","MCDUFFIE","189","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","RICHMOND","245","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","226","30.9"
"CENSUS","2022","END OF DEC","","COUNTY","GEORGIA","13","EAST CENTRAL","60","SCREVEN","251","","","00000000","","CATTLE","CATTLE, COWS, BEEF - INVENTORY","TOTAL","NOT SPECIFIED","4,428","30.9"
